tag,company,last_update,last_values
IGNYW,Ignyte Acquisition Corp. Warrant,2000-01-01,0
IHRT,iHeartMedia Inc. Class A Common Stock,2000-01-01,0
III,Information Services Group Inc. Information Services Group Inc. Common Stock,2000-01-01,0
IIII,INSU Acquisition Corp. III Class A Common Stock,2000-01-01,0
IIIIU,INSU Acquisition Corp. III Unit,2000-01-01,0
IIIIW,INSU Acquisition Corp. III Warrant,2000-01-01,0
IIIV,i3 Verticals Inc. Class A Common Stock,2000-01-01,0
IIN,Intricon Corporation Common Stock,2000-01-01,0
IIVI,II-VI Incorporated Common Stock,2000-01-01,0
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,2000-01-01,0
IKNA,Ikena Oncology Inc. Common Stock,2000-01-01,0
IKNX,Ikonics Corporation,2000-01-01,0
IKT,Inhibikase Therapeutics Inc. Common Stock,2000-01-01,0
ILMN,Illumina Inc. Common Stock,2000-01-01,0
ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,2000-01-01,0
IMAB,I-MAB American Depositary Shares,2000-01-01,0
IMAC,IMAC Holdings Inc. Common Stock,2000-01-01,0
IMACW,IMAC Holdings Inc. Warrant,2000-01-01,0
IMBI,iMedia Brands Inc. Class A Common Stock,2000-01-01,0
IMCC,IM Cannabis Corp. Common Shares,2000-01-01,0
IMCR,Immunocore Holdings plc American Depositary Shares,2000-01-01,0
IMGN,ImmunoGen Inc. Common Stock,2000-01-01,0
IMKTA,Ingles Markets Incorporated Class A Common Stock,2000-01-01,0
IMMP,Immutep Limited American Depositary Shares,2000-01-01,0
IMMR,Immersion Corporation Common Stock,2000-01-01,0
IMNM,Immunome Inc. Common Stock,2000-01-01,0
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,2000-01-01,0
IMPL,Impel NeuroPharma Inc. Common Stock,2000-01-01,0
IMRA,IMARA Inc. Common Stock,2000-01-01,0
IMRN,Immuron Limited American Depositary Shares,2000-01-01,0
IMTE,Integrated Media Technology Limited Ordinary Shares,2000-01-01,0
IMTX,Immatics N.V. Ordinary Shares,2000-01-01,0
IMTXW,Immatics N.V. Warrants,2000-01-01,0
IMUX,Immunic Inc. Common Stock,2000-01-01,0
IMV,IMV Inc. Common Shares,2000-01-01,0
IMVT,Immunovant Inc. Common Stock,2000-01-01,0
IMXI,International Money Express Inc. Common Stock,2000-01-01,0
INBK,First Internet Bancorp Common Stock,2000-01-01,0
INBKL,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026,2000-01-01,0
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,2000-01-01,0
INBX,Inhibrx Inc. Common Stock,2000-01-01,0
INCY,Incyte Corp. Common Stock,2000-01-01,0
INDB,Independent Bank Corp. Common Stock,2000-01-01,0
INDT,INDUS Realty Trust Inc. (MD) Common Stock,2000-01-01,0
INFI,Infinity Pharmaceuticals Inc. Common Stock,2000-01-01,0
INFN,Infinera Corporation Common Stock,2000-01-01,0
INGN,Inogen Inc Common Stock,2000-01-01,0
INKA,KludeIn I Acquisition Corp. Class A Common Stock,2000-01-01,0
INKAU,KludeIn I Acquisition Corp. Unit,2000-01-01,0
INKAW,KludeIn I Acquisition Corp. Warrant,2000-01-01,0
INM,InMed Pharmaceuticals Inc. Common Shares,2000-01-01,0
INMB,INmune Bio Inc. Common stock,2000-01-01,0
INMD,InMode Ltd. Ordinary Shares,2000-01-01,0
INNV,InnovAge Holding Corp. Common Stock,2000-01-01,0
INO,Inovio Pharmaceuticals Inc. Common Stock,2000-01-01,0
INOD,Innodata Inc. Common Stock,2000-01-01,0
INOV,Inovalon Holdings Inc. Class A Common Stock,2000-01-01,0
INPX,Inpixon Common Stock,2000-01-01,0
INSE,Inspired Entertainment Inc. Common Stock,2000-01-01,0
INSG,Inseego Corp. Common Stock,2000-01-01,0
INSM,Insmed Inc. Common Stock,2000-01-01,0
INTC,Intel Corporation Common Stock,2000-01-01,0
INTG,Intergroup Corporation (The) Common Stock,2000-01-01,0
INTU,Intuit Inc. Common Stock,2000-01-01,0
INTZ,Intrusion Inc. Common Stock,2000-01-01,0
INVA,Innoviva Inc. Common Stock,2000-01-01,0
INVE,Identiv Inc. Common Stock,2000-01-01,0
INVO,INVO BioScience Inc. Common Stock,2000-01-01,0
INVZ,Innoviz Technologies Ltd. Ordinary shares,2000-01-01,0
INVZW,Innoviz Technologies Ltd. Warrant,2000-01-01,0
INZY,Inozyme Pharma Inc. Common Stock,2000-01-01,0
IONS,Ionis Pharmaceuticals Inc. Common Stock,2000-01-01,0
IOSP,Innospec Inc. Common Stock,2000-01-01,0
IOVA,Iovance Biotherapeutics Inc. Common Stock,2000-01-01,0
IPA,ImmunoPrecise Antibodies Ltd. Common Stock,2000-01-01,0
IPAR,Inter Parfums Inc. Common Stock,2000-01-01,0
IPDN,Professional Diversity Network Inc. Common Stock,2000-01-01,0
IPGP,IPG Photonics Corporation Common Stock,2000-01-01,0
IPHA,Innate Pharma S.A. ADS,2000-01-01,0
IPLDP,Interstate Power & Light Company Perp Prd Ser D,2000-01-01,0
IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock,2000-01-01,0
IPVIU,InterPrivate IV InfraTech Partners Inc. Units,2000-01-01,0
IPVIW,InterPrivate IV InfraTech Partners Inc. Warrant,2000-01-01,0
IPW,iPower Inc. Common Stock,2000-01-01,0
IPWR,Ideal Power Inc. Common Stock,2000-01-01,0
IQ,iQIYI Inc. American Depositary Shares,2000-01-01,0
IRBT,iRobot Corporation Common Stock,2000-01-01,0
IRCP,IRSA Propiedades Comerciales S.A. American Depositary Shares,2000-01-01,0
IRDM,Iridium Communications Inc Common Stock,2000-01-01,0
IRIX,IRIDEX Corporation Common Stock,2000-01-01,0
IRMD,iRadimed Corporation Common Stock,2000-01-01,0
IROQ,IF Bancorp Inc. Common Stock,2000-01-01,0
IRTC,iRhythm Technologies Inc. Common Stock,2000-01-01,0
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,2000-01-01,0
ISBC,Investors Bancorp Inc. Common Stock,2000-01-01,0
ISEE,IVERIC bio Inc. Common Stock,2000-01-01,0
ISIG,Insignia Systems Inc. Common Stock,2000-01-01,0
ISLE,Isleworth Healthcare Acquisition Corporation Common stock,2000-01-01,0
ISLEW,Isleworth Healthcare Acquisition Corporation Warrant,2000-01-01,0
ISNS,Image Sensing Systems Inc. Common Stock,2000-01-01,0
ISRG,Intuitive Surgical Inc. Common Stock,2000-01-01,0
ISSC,Innovative Solutions and Support Inc. Common Stock,2000-01-01,0
ISTR,Investar Holding Corporation Common Stock,2000-01-01,0
ISUN,iSun Inc. Common Stock,2000-01-01,0
ITAC,Industrial Tech Acquisitions Inc. Class A common stock,2000-01-01,0
ITACU,Industrial Tech Acquisitions Inc. Unit,2000-01-01,0
ITACW,Industrial Tech Acquisitions Inc. Warrant,2000-01-01,0
ITCI,Intra-Cellular Therapies Inc. Common Stock,2000-01-01,0
ITHX,ITHAX Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
ITHXU,ITHAX Acquisition Corp. Unit,2000-01-01,0
ITHXW,ITHAX Acquisition Corp. Warrant,2000-01-01,0
ITI,Iteris Inc. Common Stock,2000-01-01,0
ITIC,Investors Title Company Common Stock,2000-01-01,0
ITMR,Itamar Medical Ltd. American Depository Shares,2000-01-01,0
ITOS,iTeos Therapeutics Inc. Common Stock,2000-01-01,0
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
ITQRU,Itiquira Acquisition Corp. Unit,2000-01-01,0
ITQRW,Itiquira Acquisition Corp. Warrant,2000-01-01,0
ITRI,Itron Inc. Common Stock,2000-01-01,0
ITRM,Iterum Therapeutics plc Ordinary Share,2000-01-01,0
ITRN,Ituran Location and Control Ltd. Ordinary Shares,2000-01-01,0
IVA,Inventiva S.A. American Depository Shares,2000-01-01,0
IVAC,Intevac Inc. Common Stock,2000-01-01,0
IZEA,IZEA Worldwide Inc. Common Stock,2000-01-01,0
JACK,Jack In The Box Inc. Common Stock,2000-01-01,0
JAGX,Jaguar Health Inc. Common Stock,2000-01-01,0
JAKK,JAKKS Pacific Inc. Common Stock,2000-01-01,0
JAMF,Jamf Holding Corp. Common Stock,2000-01-01,0
JAN,JanOne Inc. Common Stock (NV),2000-01-01,0
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),2000-01-01,0
JBHT,J.B. Hunt Transport Services Inc. Common Stock,2000-01-01,0
JBLU,JetBlue Airways Corporation Common Stock,2000-01-01,0
JBSS,John B. Sanfilippo & Son Inc. Common Stock,2000-01-01,0
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,2000-01-01,0
JCICU,Jack Creek Investment Corp. Units,2000-01-01,0
JCICW,Jack Creek Investment Corp. Warrants,2000-01-01,0
JCOM,j2 Global Inc. Common Stock,2000-01-01,0
JCS,Communications Systems Inc. Common Stock,2000-01-01,0
JCTCF,Jewett-Cameron Trading Company Common Shares,2000-01-01,0
JD,JD.com Inc. American Depositary Shares,2000-01-01,0
JFIN,Jiayin Group Inc. American Depositary Shares,2000-01-01,0
JFU,9F Inc. American Depositary Shares,2000-01-01,0
JG,Aurora Mobile Limited American Depositary Shares,2000-01-01,0
JJSF,J & J Snack Foods Corp. Common Stock,2000-01-01,0
JKHY,Jack Henry & Associates Inc. Common Stock,2000-01-01,0
JMPNL,JMP Group LLC 7.25% Senior Notes due 2027,2000-01-01,0
JMPNZ,JMP Group LLC 6.875% Senior Notes due 2029,2000-01-01,0
JNCE,Jounce Therapeutics Inc. Common Stock,2000-01-01,0
JOAN,JOANN Inc. Common Stock,2000-01-01,0
JOBS,51job Inc. American Depositary Shares,2000-01-01,0
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,2000-01-01,0
JOFFU,JOFF Fintech Acquisition Corp. Unit,2000-01-01,0
JOFFW,JOFF Fintech Acquisition Corp. Warrant,2000-01-01,0
JOUT,Johnson Outdoors Inc. Class A Common Stock,2000-01-01,0
JRJC,China Finance Online Co. Limited American Depositary Shares,2000-01-01,0
JRSH,Jerash Holdings (US) Inc. Common Stock,2000-01-01,0
JRVR,James River Group Holdings Ltd. Common Shares,2000-01-01,0
JSM,Navient Corporation 6% Senior Notes due December 15 2043,2000-01-01,0
JUPW,Jupiter Wellness Inc. Common Stock,2000-01-01,0
JUPWW,Jupiter Wellness Inc. Warrant,2000-01-01,0
JVA,Coffee Holding Co. Inc. Common Stock,2000-01-01,0
JWEL,Jowell Global Ltd. Ordinary Shares,2000-01-01,0
JYAC,Jiya Acquisition Corp. Class A Common Stock,2000-01-01,0
JYNT,The Joint Corp. Common Stock,2000-01-01,0
JZXN,Jiuzi Holdings Inc. Ordinary Shares,2000-01-01,0
KAII,Kismet Acquisition Two Corp. Class A Ordinary Shares,2000-01-01,0
KAIIU,Kismet Acquisition Two Corp. Unit,2000-01-01,0
KAIIW,Kismet Acquisition Two Corp. Warrant,2000-01-01,0
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
KAIRU,Kairos Acquisition Corp. Unit,2000-01-01,0
KAIRW,Kairos Acquisition Corp. Warrant,2000-01-01,0
KALA,Kala Pharmaceuticals Inc. Common Stock,2000-01-01,0
KALU,Kaiser Aluminum Corporation Common Stock,2000-01-01,0
KALV,KalVista Pharmaceuticals Inc. Common Stock,2000-01-01,0
KARO,Karooooo Ltd. Ordinary Shares,2000-01-01,0
KBAL,Kimball International Inc. Class B Common Stock,2000-01-01,0
KBNT,Kubient Inc. Common Stock,2000-01-01,0
KBNTW,Kubient Inc. Warrant,2000-01-01,0
KBSF,KBS Fashion Group Limited Common Stock,2000-01-01,0
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,2000-01-01,0
KCAPL,KCAP Financial Inc. 6.125% Notes due 2022,2000-01-01,0
KDMN,Kadmon Holdings Inc. Common Stock,2000-01-01,0
KDNY,Chinook Therapeutics Inc. Common Stock,2000-01-01,0
KDP,Keurig Dr Pepper Inc. Common Stock,2000-01-01,0
KE,Kimball Electronics Inc. Common Stock,2000-01-01,0
KELYA,Kelly Services Inc. Class A Common Stock,2000-01-01,0
KELYB,Kelly Services Inc. Class B Common Stock,2000-01-01,0
KEQU,Kewaunee Scientific Corporation Common Stock,2000-01-01,0
KERN,Akerna Corp. Common Stock,2000-01-01,0
KERNW,Akerna Corp Warrant,2000-01-01,0
KFFB,Kentucky First Federal Bancorp Common Stock,2000-01-01,0
KFRC,Kforce Inc. Common Stock,2000-01-01,0
KHC,The Kraft Heinz Company Common Stock,2000-01-01,0
KIDS,OrthoPediatrics Corp. Common Stock,2000-01-01,0
KIIIU,Kismet Acquisition Three Corp. Unit,2000-01-01,0
KIIIW,Kismet Acquisition Three Corp. Warrant,2000-01-01,0
KIN,Kindred Biosciences Inc. Common Stock,2000-01-01,0
KINS,Kingstone Companies Inc. Common Stock,2000-01-01,0
KINZ,KINS Technology Group Inc. Class A Common Stock,2000-01-01,0
KINZU,KINS Technology Group Inc. Unit,2000-01-01,0
KINZW,KINS Technology Group Inc. Warrant,2000-01-01,0
KIRK,Kirkland's Inc. COMMONSTOCK,2000-01-01,0
KLAC,KLA Corporation Common Stock,2000-01-01,0
KLAQ,KL Acquisition Corp Class A Common Stock,2000-01-01,0
KLAQU,KL Acquisition Corp Unit,2000-01-01,0
KLAQW,KL Acquisition Corp Warrant,2000-01-01,0
KLDO,Kaleido Biosciences Inc. Common Stock,2000-01-01,0
KLIC,Kulicke and Soffa Industries Inc. Common Stock,2000-01-01,0
KLXE,KLX Energy Services Holdings Inc. Common Stock,2000-01-01,0
KMDA,Kamada Ltd. Ordinary Shares,2000-01-01,0
KMPH,KemPharm Inc. Common Stock,2000-01-01,0
KNBE,KnowBe4 Inc. Class A Common Stock,2000-01-01,0
KNDI,Kandi Technologies Group Inc Common Stock,2000-01-01,0
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,2000-01-01,0
KNSL,Kinsale Capital Group Inc. Common Stock,2000-01-01,0
KNTE,Kinnate Biopharma Inc. Common Stock,2000-01-01,0
KOD,Kodiak Sciences Inc Common Stock,2000-01-01,0
KOPN,Kopin Corporation Common Stock,2000-01-01,0
KOR,Corvus Gold Inc. Common Shares,2000-01-01,0
KOSS,Koss Corporation Common Stock,2000-01-01,0
KPTI,Karyopharm Therapeutics Inc. Common Stock,2000-01-01,0
KRBP,Kiromic BioPharma Inc. Common Stock,2000-01-01,0
KRKR,36Kr Holdings Inc. American Depositary Shares,2000-01-01,0
KRMD,Repro Med Systems Inc. Common Stock,2000-01-01,0
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,2000-01-01,0
KRNLU,Kernel Group Holdings Inc. Units,2000-01-01,0
KRNLW,Kernel Group Holdings Inc. Warrants,2000-01-01,0
KRNT,Kornit Digital Ltd. Ordinary Shares,2000-01-01,0
KRNY,Kearny Financial Corp Common Stock,2000-01-01,0
KRON,Kronos Bio Inc. Common Stock,2000-01-01,0
KROS,Keros Therapeutics Inc. Common Stock,2000-01-01,0
KRT,Karat Packaging Inc. Common Stock,2000-01-01,0
KRTX,Karuna Therapeutics Inc. Common Stock,2000-01-01,0
KRUS,Kura Sushi USA Inc. Class A Common Stock,2000-01-01,0
KRYS,Krystal Biotech Inc. Common Stock,2000-01-01,0
KSI,Kadem Sustainable Impact Corporation Class A common stock,2000-01-01,0
KSICU,Kadem Sustainable Impact Corporation Unit,2000-01-01,0
KSICW,Kadem Sustainable Impact Corporation Warrant,2000-01-01,0
KSMT,Kismet Acquisition One Corp Ordinary Shares,2000-01-01,0
KSMTU,Kismet Acquisition One Corp Unit,2000-01-01,0
KSMTW,Kismet Acquisition One Corp Warrant,2000-01-01,0
KSPN,Kaspien Holdings Inc. Common Stock,2000-01-01,0
KTCC,Key Tronic Corporation Common Stock,2000-01-01,0
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,2000-01-01,0
KTRA,Kintara Therapeutics Inc. Common Stock,2000-01-01,0
KURA,Kura Oncology Inc. Common Stock,2000-01-01,0
KURI,Alkuri Global Acquisition Corp. Class A common stock,2000-01-01,0
KURIU,Alkuri Global Acquisition Corp. Unit,2000-01-01,0
KURIW,Alkuri Global Acquisition Corp. Warrant,2000-01-01,0
KVHI,KVH Industries Inc. Common Stock,2000-01-01,0
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,2000-01-01,0
KVSB,Khosla Ventures Acquisition Co. II Class A Common Stock,2000-01-01,0
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,2000-01-01,0
KXIN,Kaixin Auto Holdings Ordinary Share,2000-01-01,0
KYMR,Kymera Therapeutics Inc. Common Stock,2000-01-01,0
KZIA,Kazia Therapeutics Limited American Depositary Shares,2000-01-01,0
KZR,Kezar Life Sciences Inc. Common Stock,2000-01-01,0
LABP,Landos Biopharma Inc. Common Stock,2000-01-01,0
LACQ,Leisure Acquisition Corp. Common Stock,2000-01-01,0
LACQW,Leisure Acquisition Corp. Warrant,2000-01-01,0
LAKE,Lakeland Industries Inc. Common Stock,2000-01-01,0
LAMR,Lamar Advertising Company Class A Common Stock,2000-01-01,0
LANC,Lancaster Colony Corporation Common Stock,2000-01-01,0
LAND,Gladstone Land Corporation Common Stock,2000-01-01,0
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,2000-01-01,0
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,2000-01-01,0
LARK,Landmark Bancorp Inc. Common Stock,2000-01-01,0
LASR,nLIGHT Inc. Common Stock,2000-01-01,0
LATN,Union Acquisition Corp. II Ordinary Shares,2000-01-01,0
LATNW,Union Acquisition Corp. II Warrant,2000-01-01,0
LAUR,Laureate Education Inc. Class A Common Stock,2000-01-01,0
LAWS,Lawson Products Inc. Common Stock,2000-01-01,0
LAZR,Luminar Technologies Inc.  Class A Common Stock,2000-01-01,0
LAZY,Lazydays Holdings Inc. Common Stock,2000-01-01,0
LBAI,Lakeland Bancorp Inc. Common Stock,2000-01-01,0
LBC,Luther Burbank Corporation Common Stock,2000-01-01,0
LBPH,Longboard Pharmaceuticals Inc. Common Stock,2000-01-01,0
LBPS,4D pharma plc American Depositary Shares,2000-01-01,0
LBPSW,4D pharma plc Warrant,2000-01-01,0
LBRDA,Liberty Broadband Corporation Class A Common Stock,2000-01-01,0
LBRDK,Liberty Broadband Corporation Class C Common Stock,2000-01-01,0
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,2000-01-01,0
LBTYA,Liberty Global plc Class A Ordinary Shares,2000-01-01,0
LBTYB,Liberty Global plc Class B Ordinary Shares,2000-01-01,0
LBTYK,Liberty Global plc Class C Ordinary Shares,2000-01-01,0
LCA,Landcadia Holdings IV Inc. Class A Common Stock,2000-01-01,0
LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares,2000-01-01,0
LCAAU,L Catterton Asia Acquisition Corp Units,2000-01-01,0
LCAAW,L Catterton Asia Acquisition Corp Warrant,2000-01-01,0
LCAHU,Landcadia Holdings IV Inc. Units,2000-01-01,0
LCAHW,Landcadia Holdings IV Inc. Warrant ,2000-01-01,0
LCAP,Lionheart Acquisition Corp. II Class A Common Stock,2000-01-01,0
LCAPU,Lionheart Acquisition Corp. II Unit,2000-01-01,0
LCAPW,Lionheart Acquisition Corp. II Warrant,2000-01-01,0
LCNB,LCNB Corporation Common Stock,2000-01-01,0
LCUT,Lifetime Brands Inc. Common Stock,2000-01-01,0
LCY,Landcadia Holdings III Inc. Class A Common Stock,2000-01-01,0
LCYAU,Landcadia Holdings III Inc. Unit ,2000-01-01,0
LCYAW,Landcadia Holdings III Inc. Warrant,2000-01-01,0
LDHA,LDH Growth Corp I Class A Ordinary Shares,2000-01-01,0
LDHAU,LDH Growth Corp I Units,2000-01-01,0
LE,Lands' End Inc. Common Stock,2000-01-01,0
LECO,Lincoln Electric Holdings Inc. Common Shares,2000-01-01,0
LEDS,SemiLEDS Corporation Common Stock,2000-01-01,0
LEE,Lee Enterprises Incorporated Common Stock,2000-01-01,0
LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares,2000-01-01,0
LEGAU,Lead Edge Growth Opportunities Ltd Units,2000-01-01,0
LEGAW,Lead Edge Growth Opportunities Ltd Warrant,2000-01-01,0
LEGH,Legacy Housing Corporation Common Stock (TX),2000-01-01,0
LEGN,Legend Biotech Corporation American Depositary Shares,2000-01-01,0
LEGO,Legato Merger Corp. Common stock,2000-01-01,0
LEGOU,Legato Merger Corp. Units,2000-01-01,0
LEGOW,Legato Merger Corp. Warrant,2000-01-01,0
LESL,Leslie's Inc. Common Stock,2000-01-01,0
LEVL,Level One Bancorp Inc. Common Stock,2000-01-01,0
LEVLP,Level One Bancorp Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock Series B,2000-01-01,0
LEXX,Lexaria Bioscience Corp. Common Stock,2000-01-01,0
LEXXW,Lexaria Bioscience Corp. Warrant,2000-01-01,0
LFMD,LifeMD Inc. Common Stock,2000-01-01,0
LFTR,Lefteris Acquisition Corp. Class A Common Stock,2000-01-01,0
LFTRU,Lefteris Acquisition Corp. Unit,2000-01-01,0
LFTRW,Lefteris Acquisition Corp. Warrant,2000-01-01,0
LFUS,Littelfuse Inc. Common Stock,2000-01-01,0
LFVN,Lifevantage Corporation Common Stock (Delaware),2000-01-01,0
LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares,2000-01-01,0
LGACU,Lazard Growth Acquisition Corp. I Units,2000-01-01,0
LGACW,Lazard Growth Acquisition Corp. I Warrants,2000-01-01,0
LGHL,Lion Group Holding Ltd. American Depositary Share,2000-01-01,0
LGHLW,Lion Group Holding Ltd. Warrant,2000-01-01,0
LGIH,LGI Homes Inc. Common Stock,2000-01-01,0
LGND,Ligand Pharmaceuticals Incorporated Common Stock,2000-01-01,0
LGO,Largo Resources Ltd. Common Shares,2000-01-01,0
LGVN,Longeveron Inc. Class A Common Stock,2000-01-01,0
LHAA,Lerer Hippeau Acquisition Corp. Class A Common Stock,2000-01-01,0
LHCG,LHC Group Common Stock,2000-01-01,0
LHDX,Lucira Health Inc. Common Stock,2000-01-01,0
LI,Li Auto Inc. American Depositary Shares,2000-01-01,0
LIFE,aTyr Pharma Inc. Common Stock,2000-01-01,0
LILA,Liberty Latin America Ltd. Class A Common Stock,2000-01-01,0
LILAK,Liberty Latin America Ltd. Class C Common Stock,2000-01-01,0
LINC,Lincoln Educational Services Corporation Common Stock,2000-01-01,0
LIND,Lindblad Expeditions Holdings Inc. Common Stock,2000-01-01,0
LINK,Interlink Electronics Inc. Common Stock,2000-01-01,0
LIQT,LiqTech International Inc. Common Stock,2000-01-01,0
LITE,Lumentum Holdings Inc. Common Stock,2000-01-01,0
LIVE,Live Ventures Incorporated Common Stock,2000-01-01,0
LIVK,LIV Capital Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
LIVKU,LIV Capital Acquisition Corp. Unit,2000-01-01,0
LIVKW,LIV Capital Acquisition Corp. Warrant,2000-01-01,0
LIVN,LivaNova PLC Ordinary Shares,2000-01-01,0
LIVX,LiveXLive Media Inc. Common Stock,2000-01-01,0
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,2000-01-01,0
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,2000-01-01,0
LIZI,LIZHI INC. American Depositary Shares,2000-01-01,0
LJAQ,LightJump Acquisition Corporation Common Stock,2000-01-01,0
LJAQU,LightJump Acquisition Corporation Unit,2000-01-01,0
LJAQW,LightJump Acquisition Corporation Warrant,2000-01-01,0
LJPC,La Jolla Pharmaceutical Company Common Stock,2000-01-01,0
LKCO,Luokung Technology Corp Ordinary Shares,2000-01-01,0
LKFN,Lakeland Financial Corporation Common Stock,2000-01-01,0
LKQ,LKQ Corporation Common Stock,2000-01-01,0
LLNW,Limelight Networks Inc. Common Stock,2000-01-01,0
LMACA,Liberty Media Acquisition Corporation Series A Common Stock,2000-01-01,0
LMACU,Liberty Media Acquisition Corporation Unit,2000-01-01,0
LMACW,Liberty Media Acquisition Corporation Warrants,2000-01-01,0
LMAO,LMF Acquisition Opportunities Inc. Class A common stock,2000-01-01,0
LMAOU,LMF Acquisition Opportunities Inc. Unit,2000-01-01,0
LMAOW,LMF Acquisition Opportunities Inc. Warrant,2000-01-01,0
LMAT,LeMaitre Vascular Inc. Common Stock,2000-01-01,0
LMB,Limbach Holdings Inc. Common Stock,2000-01-01,0
LMFA,LM Funding America Inc. Common Stock,2000-01-01,0
LMNL,Liminal BioSciences Inc. Common Shares,2000-01-01,0
LMNR,Limoneira Co Common Stock,2000-01-01,0
LMNX,Luminex Corporation Common Stock,2000-01-01,0
LMPX,LMP Automotive Holdings Inc. Common Stock,2000-01-01,0
LMRK,Landmark Infrastructure Partners LP Common Units,2000-01-01,0
LMRKN,Landmark Infrastructure Partners LP 7% Series C Fltg/Fxd Perpetual Conv Preferred Stock,2000-01-01,0
LMRKO,Landmark Infrastructure Partners LP Perpetual Preferred Units Series B 7.90%,2000-01-01,0
LMRKP,Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,2000-01-01,0
LMST,Limestone Bancorp Inc. Common Stock,2000-01-01,0
LNDC,Landec Corporation Common Stock (DE),2000-01-01,0
LNSR,LENSAR Inc. Common Stock,2000-01-01,0
LNT,Alliant Energy Corporation Common Stock,2000-01-01,0
LNTH,Lantheus Holdings Inc. Common Stock,2000-01-01,0
LOAN,Manhattan Bridge Capital Inc,2000-01-01,0
LOB,Live Oak Bancshares Inc. Common Stock,2000-01-01,0
LOCO,El Pollo Loco Holdings Inc. Common Stock,2000-01-01,0
LOGC,LogicBio Therapeutics Inc. Common Stock,2000-01-01,0
LOGI,Logitech International S.A. Ordinary Shares,2000-01-01,0
LOOP,Loop Industries Inc. Common Stock,2000-01-01,0
LOPE,Grand Canyon Education Inc. Common Stock,2000-01-01,0
LORL,Loral Space and Communications Inc. Common Stock,2000-01-01,0
LOTZ,CarLotz Inc. Class A Common Stock,2000-01-01,0
LOTZW,CarLotz Inc. Warrant,2000-01-01,0
LOVE,The Lovesac Company Common Stock,2000-01-01,0
LPCN,Lipocine Inc. Common Stock,2000-01-01,0
LPLA,LPL Financial Holdings Inc. Common Stock,2000-01-01,0
LPRO,Open Lending Corporation Class A Common Stock,2000-01-01,0
LPSN,LivePerson Inc. Common Stock,2000-01-01,0
LPTH,LightPath Technologies Inc. Class A Common Stock,2000-01-01,0
LPTX,Leap Therapeutics Inc. Common Stock,2000-01-01,0
LQDA,Liquidia Corporation Common Stock,2000-01-01,0
LQDT,Liquidity Services Inc. Common Stock,2000-01-01,0
LRCX,Lam Research Corporation Common Stock,2000-01-01,0
LRMR,Larimar Therapeutics Inc. Common Stock,2000-01-01,0
LSAQ,LifeSci Acquisition II Corp. Common Stock,2000-01-01,0
LSBK,Lake Shore Bancorp Inc. Common Stock,2000-01-01,0
LSCC,Lattice Semiconductor Corporation Common Stock,2000-01-01,0
LSEA,Landsea Homes Corporation Common Stock,2000-01-01,0
LSEAW,Landsea Homes Corporation Warrant,2000-01-01,0
LSTR,Landstar System Inc. Common Stock,2000-01-01,0
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,2000-01-01,0
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,2000-01-01,0
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,2000-01-01,0
LTBR,Lightbridge Corporation Common Stock,2000-01-01,0
LTRN,Lantern Pharma Inc. Common Stock,2000-01-01,0
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,2000-01-01,0
