tag,company,last_update,last_values
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),2000-01-01,0
ESGR,Enstar Group Limited Ordinary Shares,2000-01-01,0
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,2000-01-01,0
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,2000-01-01,0
ESLT,Elbit Systems Ltd. Ordinary Shares,2000-01-01,0
ESPR,Esperion Therapeutics Inc. Common Stock,2000-01-01,0
ESQ,Esquire Financial Holdings Inc. Common Stock,2000-01-01,0
ESSA,ESSA Bancorp Inc. Common Stock,2000-01-01,0
ESSC,East Stone Acquisition Corporation Ordinary Shares,2000-01-01,0
ESSCR,East Stone Acquisition Corporation Right,2000-01-01,0
ESSCW,East Stone Acquisition Corporation Warrant,2000-01-01,0
ESTA,Establishment Labs Holdings Inc. Common Shares,2000-01-01,0
ESXB,Community Bankers Trust Corporation Common Stock (VA),2000-01-01,0
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,2000-01-01,0
ETACU,E.Merge Technology Acquisition Corp. Unit,2000-01-01,0
ETACW,E.Merge Technology Acquisition Corp. Warrant,2000-01-01,0
ETNB,89bio Inc. Common Stock,2000-01-01,0
ETON,Eton Pharmaceuticals Inc. Common Stock,2000-01-01,0
ETSY,Etsy Inc. Common Stock,2000-01-01,0
ETTX,Entasis Therapeutics Holdings Inc. Common Stock,2000-01-01,0
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,2000-01-01,0
EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,2000-01-01,0
EUSG,European Sustainable Growth Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
EUSGU,European Sustainable Growth Acquisition Corp. Unit,2000-01-01,0
EUSGW,European Sustainable Growth Acquisition Corp. Warrant,2000-01-01,0
EVAX,Evaxion Biotech A/S American Depositary Share,2000-01-01,0
EVBG,Everbridge Inc. Common Stock,2000-01-01,0
EVER,EverQuote Inc. Class A Common Stock,2000-01-01,0
EVFM,Evofem Biosciences Inc. Common Stock,2000-01-01,0
EVGN,Evogene Ltd Ordinary Shares,2000-01-01,0
EVK,Ever-Glory International Group Inc. Common Stock,2000-01-01,0
EVLO,Evelo Biosciences Inc. Common Stock,2000-01-01,0
EVOJ,Evo Acquisition Corp. Class A Common Stock,2000-01-01,0
EVOJU,Evo Acquisition Corp. Unit,2000-01-01,0
EVOJW,Evo Acquisition Corp. Warrant,2000-01-01,0
EVOK,Evoke Pharma Inc. Common Stock,2000-01-01,0
EVOL,Evolving Systems Inc. Common Stock,2000-01-01,0
EVOP,EVO Payments Inc. Class A Common Stock,2000-01-01,0
EWBC,East West Bancorp Inc. Common Stock,2000-01-01,0
EWTX,Edgewise Therapeutics Inc. Common Stock,2000-01-01,0
EXAS,Exact Sciences Corporation Common Stock,2000-01-01,0
EXC,Exelon Corporation Common Stock,2000-01-01,0
EXEL,Exelixis Inc. Common Stock,2000-01-01,0
EXFO,EXFO Inc,2000-01-01,0
EXLS,ExlService Holdings Inc. Common Stock,2000-01-01,0
EXPD,Expeditors International of Washington Inc. Common Stock,2000-01-01,0
EXPE,Expedia Group Inc. Common Stock,2000-01-01,0
EXPI,eXp World Holdings Inc. Common Stock,2000-01-01,0
EXPO,Exponent Inc. Common Stock,2000-01-01,0
EXTR,Extreme Networks Inc. Common Stock,2000-01-01,0
EYE,National Vision Holdings Inc. Common Stock,2000-01-01,0
EYEG,Eyegate Pharmaceuticals Inc. Common Stock,2000-01-01,0
EYEN,Eyenovia Inc. Common Stock,2000-01-01,0
EYES,Second Sight Medical Products Inc. Common Stock,2000-01-01,0
EYESW,Second Sight Medical Products Inc. Warrants expiring 03/14/2024,2000-01-01,0
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,2000-01-01,0
EZGO,EZGO Technologies Ltd. Ordinary Shares,2000-01-01,0
EZPW,EZCORP Inc. Class A Non Voting Common Stock,2000-01-01,0
FAMI,Farmmi Inc. Ordinary Shares,2000-01-01,0
FANG,Diamondback Energy Inc. Commmon Stock,2000-01-01,0
FANH,Fanhua Inc. American Depositary Shares,2000-01-01,0
FARM,Farmer Brothers Company Common Stock,2000-01-01,0
FARO,FARO Technologies Inc. Common Stock,2000-01-01,0
FAST,Fastenal Company Common Stock,2000-01-01,0
FAT,FAT Brands Inc. Common Stock,2000-01-01,0
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,2000-01-01,0
FATBW,FAT Brands Inc. Warrant,2000-01-01,0
FATE,Fate Therapeutics Inc. Common Stock,2000-01-01,0
FB,Facebook Inc. Class A Common Stock,2000-01-01,0
FBIO,Fortress Biotech Inc. Common Stock,2000-01-01,0
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,2000-01-01,0
FBIZ,First Business Financial Services Inc. Common Stock,2000-01-01,0
FBMS,First Bancshares Inc.,2000-01-01,0
FBNC,First Bancorp Common Stock,2000-01-01,0
FBRX,Forte Biosciences Inc. Common Stock,2000-01-01,0
FCAC,Falcon Capital Acquisition Corp. Class A Common Stock,2000-01-01,0
FCACU,Falcon Capital Acquisition Corp. Unit,2000-01-01,0
FCACW,Falcon Capital Acquisition Corp. Warrant,2000-01-01,0
FCAP,First Capital Inc. Common Stock,2000-01-01,0
FCBC,First Community Bankshares Inc. (VA) Common Stock,2000-01-01,0
FCBP,First Choice Bancorp Common Stock,2000-01-01,0
FCCO,First Community Corporation Common Stock,2000-01-01,0
FCCY,1st Constitution Bancorp (NJ) Common Stock,2000-01-01,0
FCEL,FuelCell Energy Inc. Common Stock,2000-01-01,0
FCFS,FirstCash Inc. Common Stock,2000-01-01,0
FCNCA,First Citizens BancShares Inc. Class A Common Stock,2000-01-01,0
FCNCP,First Citizens BancShares Inc. Depositary Shares,2000-01-01,0
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,2000-01-01,0
FDBC,Fidelity D & D Bancorp Inc. Common Stock,2000-01-01,0
FDMT,4D Molecular Therapeutics Inc. Common Stock,2000-01-01,0
FDUS,Fidus Investment Corporation Common Stock,2000-01-01,0
FDUSG,Fidus Investment Corporation 5.375% Notes Due 2024,2000-01-01,0
FDUSZ,Fidus Investment Corporation 6% Notes due 2024,2000-01-01,0
FEIM,Frequency Electronics Inc. Common Stock,2000-01-01,0
FELE,Franklin Electric Co. Inc. Common Stock,2000-01-01,0
FENC,Fennec Pharmaceuticals Inc. Common Stock,2000-01-01,0
FEYE,FireEye Inc. Common Stock,2000-01-01,0
FFBC,First Financial Bancorp. Common Stock,2000-01-01,0
FFBW,FFBW Inc. Common Stock (MD),2000-01-01,0
FFHL,Fuwei Films (Holdings) Co. Ltd. Ordinary Shares,2000-01-01,0
FFIC,Flushing Financial Corporation Common Stock,2000-01-01,0
FFIN,First Financial Bankshares Inc. Common Stock,2000-01-01,0
FFIV,F5 Networks Inc. Common Stock,2000-01-01,0
FFNW,First Financial Northwest Inc. Common Stock,2000-01-01,0
FFWM,First Foundation Inc. Common Stock,2000-01-01,0
FGBI,First Guaranty Bancshares Inc. Common Stock,2000-01-01,0
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,2000-01-01,0
FGEN,FibroGen Inc Common Stock,2000-01-01,0
FGF,FG Financial Group Inc. Common Stock,2000-01-01,0
FGFPP,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,2000-01-01,0
FHB,First Hawaiian Inc. Common Stock,2000-01-01,0
FHTX,Foghorn Therapeutics Inc. Common Stock,2000-01-01,0
FIBK,First Interstate BancSystem Inc. Class A Common Stock,2000-01-01,0
FIII,Forum Merger III Corporation Class A Common stock,2000-01-01,0
FIIIU,Forum Merger III Corporation Units,2000-01-01,0
FIIIW,Forum Merger III Corporation Warrant,2000-01-01,0
FINM,Marlin Technology Corporation Class A Ordinary Share,2000-01-01,0
FINMU,Marlin Technology Corporation Unit,2000-01-01,0
FINMW,Marlin Technology Corporation Warrant,2000-01-01,0
FISI,Financial Institutions Inc. Common Stock,2000-01-01,0
FISV,Fiserv Inc. Common Stock,2000-01-01,0
FITB,Fifth Third Bancorp Common Stock,2000-01-01,0
FITBI,Fifth Third Bancorp Depositary Shares,2000-01-01,0
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,2000-01-01,0
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,2000-01-01,0
FIVE,Five Below Inc. Common Stock,2000-01-01,0
FIVN,Five9 Inc. Common Stock,2000-01-01,0
FIXX,Homology Medicines Inc. Common Stock,2000-01-01,0
FIZZ,National Beverage Corp. Common Stock,2000-01-01,0
FKWL,Franklin Wireless Corp. Common Stock,2000-01-01,0
FLAC,Frazier Lifesciences Acquisition Corporation Class A Ordinary Shares,2000-01-01,0
FLACU,Frazier Lifesciences Acquisition Corporation Unit,2000-01-01,0
FLACW,Frazier Lifesciences Acquisition Corporation Warrant,2000-01-01,0
FLDM,Fluidigm Corporation Common Stock,2000-01-01,0
FLEX,Flex Ltd. Ordinary Shares,2000-01-01,0
FLGC,Flora Growth Corp. Common Stock,2000-01-01,0
FLGT,Fulgent Genetics Inc. Common Stock,2000-01-01,0
FLIC,First of Long Island Corporation (The) Common Stock,2000-01-01,0
FLL,Full House Resorts Inc. Common Stock,2000-01-01,0
FLMN,Falcon Minerals Corporation Class A Common Stock,2000-01-01,0
FLMNW,Falcon Minerals Corporation Warrant,2000-01-01,0
FLNT,Fluent Inc. Common Stock,2000-01-01,0
FLUX,Flux Power Holdings Inc. Common Stock,2000-01-01,0
FLWS,1-800-FLOWERS.COM Inc. Common Stock,2000-01-01,0
FLXN,Flexion Therapeutics Inc. Common Stock,2000-01-01,0
FLXS,Flexsteel Industries Inc. Common Stock,2000-01-01,0
FLYW,Flywire Corporation Voting Common Stock,2000-01-01,0
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,2000-01-01,0
FMBH,First Mid Bancshares Inc. Common Stock,2000-01-01,0
FMBI,First Midwest Bancorp Inc. Common Stock,2000-01-01,0
FMBIO,First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series C,2000-01-01,0
FMBIP,First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,2000-01-01,0
FMIVU,Forum Merger IV Corporation Unit,2000-01-01,0
FMIVW,Forum Merger IV Corporation Warrant,2000-01-01,0
FMNB,Farmers National Banc Corp. Common Stock,2000-01-01,0
FMTX,Forma Therapeutics Holdings Inc. Common Stock,2000-01-01,0
FNCB,FNCB Bancorp Inc. Common Stock,2000-01-01,0
FNCH,Finch Therapeutics Group Inc. Common Stock,2000-01-01,0
FNHC,FedNat Holding Company Common Stock,2000-01-01,0
FNKO,Funko Inc. Class A Common Stock,2000-01-01,0
FNLC,First Bancorp Inc  (ME) Common Stock,2000-01-01,0
FNWB,First Northwest Bancorp Common Stock,2000-01-01,0
FOCS,Focus Financial Partners Inc. Class A Common Stock,2000-01-01,0
FOLD,Amicus Therapeutics Inc. Common Stock,2000-01-01,0
FONR,Fonar Corporation Common Stock,2000-01-01,0
FORA,Forian Inc. Common Stock,2000-01-01,0
FORD,Forward Industries Inc. Common Stock,2000-01-01,0
FORE,Foresight Acquisition Corp. Class A Common Stock,2000-01-01,0
FOREU,Foresight Acquisition Corp. Units,2000-01-01,0
FOREW,Foresight Acquisition Corp. Warrant,2000-01-01,0
FORM,FormFactor Inc. FormFactor Inc. Common Stock,2000-01-01,0
FORR,Forrester Research Inc. Common Stock,2000-01-01,0
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,2000-01-01,0
FOSL,Fossil Group Inc. Common Stock,2000-01-01,0
FOX,Fox Corporation Class B Common Stock,2000-01-01,0
FOXA,Fox Corporation Class A Common Stock,2000-01-01,0
FOXF,Fox Factory Holding Corp. Common Stock,2000-01-01,0
FOXW,FoxWayne Enterprises Acquisition Corp. Class A Common Stock,2000-01-01,0
FOXWU,FoxWayne Enterprises Acquisition Corp. Unit,2000-01-01,0
FOXWW,FoxWayne Enterprises Acquisition Corp. Warrant,2000-01-01,0
FPAY,FlexShopper Inc. Common Stock,2000-01-01,0
FRAF,Franklin Financial Services Corporation Common Stock,2000-01-01,0
FRBA,First Bank Common Stock,2000-01-01,0
FRBK,Republic First Bancorp Inc. Common Stock,2000-01-01,0
FREE,Whole Earth Brands Inc. Class A Common Stock,2000-01-01,0
FREEW,Whole Earth Brands Inc. Warrant,2000-01-01,0
FREQ,Frequency Therapeutics Inc. Common Stock,2000-01-01,0
FRG,Franchise Group Inc. Common Stock,2000-01-01,0
FRGAP,Franchise Group Inc. 7.50% Series A Cumulative Perpetual Preferred Stock,2000-01-01,0
FRGI,Fiesta Restaurant Group Inc. Common Stock,2000-01-01,0
FRHC,Freedom Holding Corp. Common Stock,2000-01-01,0
FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,2000-01-01,0
FRME,First Merchants Corporation Common Stock,2000-01-01,0
FROG,JFrog Ltd. Ordinary Shares,2000-01-01,0
FRON,Frontier Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
FRONU,Frontier Acquisition Corp. Units,2000-01-01,0
FRONW,Frontier Acquisition Corp. Warrant,2000-01-01,0
FRPH,FRP Holdings Inc. Common Stock,2000-01-01,0
FRPT,Freshpet Inc. Common Stock,2000-01-01,0
FRSG,First Reserve Sustainable Growth Corp. Class A Common Stock,2000-01-01,0
FRSGU,First Reserve Sustainable Growth Corp. Unit,2000-01-01,0
FRSGW,First Reserve Sustainable Growth Corp. Warrant,2000-01-01,0
FRST,Primis Financial Corp. Common Stock,2000-01-01,0
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,2000-01-01,0
FRTA,Forterra Inc. Common Stock,2000-01-01,0
FRW,PWP Forward Acquisition Corp. I Class A Common Stock,2000-01-01,0
FRWAU,PWP Forward Acquisition Corp. I Units,2000-01-01,0
FRWAW,PWP Forward Acquisition Corp. I Warrant,2000-01-01,0
FSBC,Five Star Bancorp Common Stock,2000-01-01,0
FSBW,FS Bancorp Inc. Common Stock,2000-01-01,0
FSEA,First Seacoast Bancorp Common Stock,2000-01-01,0
FSFG,First Savings Financial Group Inc. Common Stock,2000-01-01,0
FSII,FS Development Corp. II Class A Common Stock,2000-01-01,0
FSLR,First Solar Inc. Common Stock,2000-01-01,0
FSRV,FinServ Acquisition Corp. Class A Common Stock,2000-01-01,0
FSRVU,FinServ Acquisition Corp. Unit,2000-01-01,0
FSRVW,FinServ Acquisition Corp. Warrant,2000-01-01,0
FSRX,FinServ Acquisition Corp. II Class A Common Stock,2000-01-01,0
FSRXU,FinServ Acquisition Corp. II Unit,2000-01-01,0
FSRXW,FinServ Acquisition Corp. II Warrant,2000-01-01,0
FSSI,Fortistar Sustainable Solutions Corp. Class A Common Stock,2000-01-01,0
FSSIU,Fortistar Sustainable Solutions Corp. Unit,2000-01-01,0
FSSIW,Fortistar Sustainable Solutions Corp. Warrant,2000-01-01,0
FSTR,L.B. Foster Company Common Stock,2000-01-01,0
FSTX,F-star Therapeutics Inc. Common Stock,2000-01-01,0
FSV,FirstService Corporation Common Shares,2000-01-01,0
FTAA,FTAC Athena Acquisition Corp. Class A Ordinary Share,2000-01-01,0
FTAAU,FTAC Athena Acquisition Corp. Unit,2000-01-01,0
FTAAW,FTAC Athena Acquisition Corp. Warrant,2000-01-01,0
FTCI,FTC Solar Inc. Common Stock,2000-01-01,0
FTCV,FinTech Acquisition Corp. V Class A Common Stock,2000-01-01,0
FTCVU,FinTech Acquisition Corp. V Unit,2000-01-01,0
FTCVW,FinTech Acquisition Corp. V Warrant,2000-01-01,0
FTDR,frontdoor inc. Common Stock,2000-01-01,0
FTEK,Fuel Tech Inc. Common Stock,2000-01-01,0
FTFT,Future FinTech Group Inc. Common Stock,2000-01-01,0
FTHM,Fathom Holdings Inc. Common Stock,2000-01-01,0
FTIV,FinTech Acquisition Corp. IV Class A Common Stock,2000-01-01,0
FTIVU,FinTech Acquisition Corp. IV Unit,2000-01-01,0
FTIVW,FinTech Acquisition Corp. IV Warrant,2000-01-01,0
FTNT,Fortinet Inc. Common Stock,2000-01-01,0
FTOC,FTAC Olympus Acquisition Corp. Class A Ordinary Shares,2000-01-01,0
FTOCU,FTAC Olympus Acquisition Corp. Unit,2000-01-01,0
FTOCW,FTAC Olympus Acquisition Corp. Warrant,2000-01-01,0
FTPA,FTAC Parnassus Acquisition Corp. Class A Common Stock,2000-01-01,0
FTPAU,FTAC Parnassus Acquisition Corp. Unit,2000-01-01,0
FTPAW,FTAC Parnassus Acquisition Corp. Warrant,2000-01-01,0
FULC,Fulcrum Therapeutics Inc. Common Stock,2000-01-01,0
FULT,Fulton Financial Corporation Common Stock,2000-01-01,0
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,2000-01-01,0
FUNC,First United Corporation Common Stock,2000-01-01,0
FUND,Sprott Focus Trust Inc. Common Stock,2000-01-01,0
FUSB,First US Bancshares Inc. Common Stock,2000-01-01,0
FUSN,Fusion Pharmaceuticals Inc. Common Shares,2000-01-01,0
FUTU,Futu Holdings Limited American Depositary Shares,2000-01-01,0
FUV,Arcimoto Inc. Common Stock,2000-01-01,0
FVAM,5:01 Acquisition Corp. Class A Common Stock,2000-01-01,0
FVCB,FVCBankcorp Inc. Common Stock,2000-01-01,0
FVE,Five Star Senior Living Inc. Common Stock,2000-01-01,0
FWAA,Fifth Wall Acquisition Corp. I Class A Common Stock,2000-01-01,0
FWAC,Fifth Wall Acquisition Corp. III Class A Ordinary Shares,2000-01-01,0
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,2000-01-01,0
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,2000-01-01,0
FWP,Forward Pharma A/S American Depositary Shares,2000-01-01,0
FWRD,Forward Air Corporation Common Stock,2000-01-01,0
FXNC,First National Corporation Common Stock,2000-01-01,0
FYBR,Frontier Communications Parent Inc. Common Stock,2000-01-01,0
GABC,German American Bancorp Inc. Common Stock,2000-01-01,0
GAIA,Gaia Inc. Class A Common Stock,2000-01-01,0
GAIN,Gladstone Investment Corporation Business Development Company,2000-01-01,0
GAINL,Gladstone Investment Corporation 6.375% Series E Cumulative Term Preferred Stock due 2025,2000-01-01,0
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,2000-01-01,0
GALT,Galectin Therapeutics Inc. Common Stock,2000-01-01,0
GAMC,Golden Arrow Merger Corp. Class A Common Stock,2000-01-01,0
GAMCU,Golden Arrow Merger Corp. Unit,2000-01-01,0
GAN,GAN Limited Ordinary Shares,2000-01-01,0
GANX,Gain Therapeutics Inc. Common Stock,2000-01-01,0
GASS,StealthGas Inc. Common Stock,2000-01-01,0
GBCI,Glacier Bancorp Inc. Common Stock,2000-01-01,0
GBDC,Golub Capital BDC Inc. Common Stock,2000-01-01,0
GBIO,Generation Bio Co. Common Stock,2000-01-01,0
GBLI,Global Indemnity Group LLC Class A Common Stock (DE),2000-01-01,0
GBLIL,Global Indemnity Group LLC 7.875% Subordinated Notes due 2047,2000-01-01,0
GBNH,Greenbrook TMS Inc. Common Shares,2000-01-01,0
GBNY,Generations Bancorp NY Inc. Common Stock,2000-01-01,0
GBOX,Greenbox POS Common Stock,2000-01-01,0
GBRG,Goldenbridge Acquisition Limited Ordinary Shares,2000-01-01,0
GBRGR,Goldenbridge Acquisition Limited Right,2000-01-01,0
GBRGU,Goldenbridge Acquisition Limited Unit,2000-01-01,0
GBRGW,Goldenbridge Acquisition Limited Warrant,2000-01-01,0
GBS,GBS Inc. Common Stock,2000-01-01,0
GBT,Global Blood Therapeutics Inc. Common Stock,2000-01-01,0
GCAC,Growth Capital Acquisition Corp. Class A Common Stock,2000-01-01,0
GCACU,Growth Capital Acquisition Corp. Unit,2000-01-01,0
GCACW,Growth Capital Acquisition Corp. Warrant,2000-01-01,0
GCBC,Greene County Bancorp Inc. Common Stock,2000-01-01,0
GCMG,GCM Grosvenor Inc. Class A Common Stock,2000-01-01,0
GCMGW,GCM Grosvenor Inc. Warrant,2000-01-01,0
GDEN,Golden Entertainment Inc. Common Stock,2000-01-01,0
GDRX,GoodRx Holdings Inc. Class A Common Stock,2000-01-01,0
GDS,GDS Holdings Limited ADS,2000-01-01,0
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,2000-01-01,0
GDYNW,Grid Dynamics Holdings Inc. Warrant,2000-01-01,0
GECC,Great Elm Capital Corp. Common Stock,2000-01-01,0
GECCL,Great Elm Capital Corp. 6.50% Notes due 2022,2000-01-01,0
GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,2000-01-01,0
GECCN,Great Elm Capital Corp. 6.5% Notes due 2024,2000-01-01,0
GEG,Great Elm Group Inc. Common Stock,2000-01-01,0
GENC,Gencor Industries Inc. Common Stock,2000-01-01,0
GENE,Genetic Technologies Ltd  Sponsored ADR,2000-01-01,0
GEOS,Geospace Technologies Corporation Common Stock (Texas),2000-01-01,0
GERN,Geron Corporation Common Stock,2000-01-01,0
GEVO,Gevo Inc. Common Stock,2000-01-01,0
GFED,Guaranty Federal Bancshares Inc. Common Stock,2000-01-01,0
GFNCP,General Finance Corporation Cumulative Redeemable Perpetual Preferred Series C,2000-01-01,0
GFNSZ,General Finance Corporation 7.875% Senior Notes due 2025,2000-01-01,0
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,2000-01-01,0
GGMC,Glenfarne Merger Corp. Class A Common Stock,2000-01-01,0
GGMCU,Glenfarne Merger Corp. Unit,2000-01-01,0
GGMCW,Glenfarne Merger Corp. Warrant,2000-01-01,0
GGPI,Gores Guggenheim Inc. Class A Common Stock,2000-01-01,0
GGPIU,Gores Guggenheim Inc. Unit,2000-01-01,0
GGPIW,Gores Guggenheim Inc. Warrant,2000-01-01,0
GH,Guardant Health Inc. Common Stock,2000-01-01,0
GHAC,Gaming & Hospitality Acquisition Corp. Class A Common Stock,2000-01-01,0
GHACU,Gaming & Hospitality Acquisition Corp. Unit,2000-01-01,0
GHSI,Guardion Health Sciences Inc. Common Stock,2000-01-01,0
GHVI,Gores Holdings VI Inc. Class A Common Stock,2000-01-01,0
GHVIU,Gores Holdings VI Inc. Unit,2000-01-01,0
GHVIW,Gores Holdings VI Inc. Warrant,2000-01-01,0
GIFI,Gulf Island Fabrication Inc. Common Stock,2000-01-01,0
GIG,GigCapital4 Inc. Common stock,2000-01-01,0
GIGGU,GigCapital4 Inc. Unit,2000-01-01,0
GIGGW,GigCapital4 Inc. Warrant,2000-01-01,0
GIGM,GigaMedia Limited Ordinary Shares,2000-01-01,0
GIII,G-III Apparel Group LTD. Common Stock,2000-01-01,0
GIIX,Gores Holdings VIII Inc. Class A Common Stock,2000-01-01,0
GIIXU,Gores Holdings VIII Inc. Unit,2000-01-01,0
GIIXW,Gores Holdings VIII Inc. Warrant,2000-01-01,0
GILD,Gilead Sciences Inc. Common Stock,2000-01-01,0
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,2000-01-01,0
GIWWU,GigInternational1 Inc. Units,2000-01-01,0
GLAD,Gladstone Capital Corporation Common Stock,2000-01-01,0
